share_id,comp_id,owner_id,percentage
d228b94c-0e61-4bc1-8459-964052f1084a,51ad87bf-c048-4813-992b-abb531e8d563,db49f5d1-c758-4c69-b50d-3bd598f9fdae,3.55
36af7c3e-2fe4-419e-9c64-324029ebd97e,ab10f165-c91f-445d-b023-da2ad9c2ccb3,d2161b91-0119-4863-81ae-03b415c946ff,7.47
e5dc2415-59e6-4780-a2c2-9935663269d9,3bc404ee-4a63-49b6-8e4c-1432cdd5dc11,6c036357-c83f-4d53-94ae-47996f3f73ff,26.02
76f733c0-8b4e-4a84-9e73-02767a9c441f,0e7dc708-4008-4316-ab2f-e08311317e74,a65cc323-ebec-4081-80e1-c7bc11634a1c,5.54
6bbb43f5-d5d0-40a1-a20f-1e3eb31ac513,baeca675-5bb4-47c2-8fc5-45abb97ed95b,04e8d2b5-f8b4-43f9-9fdd-699c9c6dbcfd,18.46
5a98dcfa-8f15-475a-8f2d-bbba8d79e65f,cfa4cdb2-530b-4e23-ad08-090a1d4b9469,7be2a852-b1ef-40cd-8fd3-7f8b37bde3c4,23.78
bf6b0adc-c22a-4c5e-af89-c3c69cde4e03,d643a1c1-102e-4c17-8850-0aec04992065,30335519-ad98-4b15-ae7d-62d385f61ace,4.98
4b2ff07b-5f87-4e8e-a40e-618170dfeefc,790b133f-1f2f-4d1e-95c0-3d367ac5f098,e1c91bdb-317b-45c0-a3d8-84ab962fd6e6,23.06
408d0f05-d666-4238-91fb-7127930a4c9e,01846005-f7b2-4af9-a6fc-ff3ce3172902,acba9238-87f3-4cd9-b30d-3c2cd687c100,25.67
604b9666-233a-4a1d-83b4-79be5c4dd83f,fadb2753-4cc2-49ce-b197-07a433685ef9,d18d01ca-e96c-490f-85e6-059f6c6ac778,12.98
d91f5e5f-9c72-438b-ab96-b1f5c4792dde,568811f8-aa65-4dfb-a679-bf8b663f3e05,a2513e5b-8046-421d-b699-3dde826d6b23,20.27
db54fc5f-28b2-47d0-936a-213e997cb1b9,51489e5d-c4cf-47ca-b41e-3d5aeace5a3c,45fc0ca3-099b-4782-9fd7-046a0e409689,20.86
a9986a4b-d636-4726-9038-70ca3cd008fd,58fb7504-e5c2-4d08-8123-8d6320354fa2,d2d8fefb-1a1c-49ae-bddd-5657b0f9e648,21.86
305fce65-d157-4b46-9bb4-531875a04841,1235a86c-83df-4ac6-86cf-0c9772fb6d68,6263a273-434b-4b2a-9909-67f0d8aac080,7.08
69eb31c7-4a50-4eeb-8b76-1c90899a5b10,fa758dba-bf85-4332-8659-3de2176f22c5,6fde7bf7-4008-4754-8438-0ab70a3cdfbe,2.71
545865b9-f5cf-4e4b-9dc3-7d217e561910,3144870c-2bc7-48c0-8e6d-529728670eee,3700bb26-88ad-4f81-8e57-fc52d1953d86,26.59
bfda5004-503a-4910-b37e-df523be59650,ca782b65-41d8-43e5-8a04-d6908ba63b06,b129d402-8f62-440c-af61-9c3bbf6e0b50,2.06
d15f87d9-bcbe-4af7-94df-59788227ad25,5ff3044a-1bca-4ecf-a0f2-a586e36554c7,bcd94c56-2171-4dcd-8bb8-636606b86901,20.0
a96c6678-714b-4c6b-a1f0-9bf6b7cf7d8e,9ba30db4-b6ce-4575-8317-89a8fe2c9ffe,f970d770-0c59-405b-b3c2-2cff9bf0dd0a,3.57
3964947c-f374-45de-876e-c9b9f537f535,c5dfd93c-50f7-4608-b657-859b7f7eb401,193e3c82-fa10-4cd0-bd3a-4d240276b466,4.46
3b03da6c-6dae-4227-aee1-4c65fc92155f,bcbe809b-a3f4-458c-a9c8-060d141983a4,0dbeb0b7-ae9e-44a0-b706-15ea5dab7b3e,6.13
1485a63e-3f50-4ad8-a4b2-b1734338c3ce,bfdc55ec-0285-4d9c-aada-e2441babb420,8f086919-2528-48c8-923c-d5a941bf3e1b,2.16
0ef4bea8-d082-46d3-829b-c3b840c59e09,3e3d4f31-c2f4-4841-b8eb-730efe2ce743,aed2a8b7-3165-43a8-ad12-0446d8f7a151,24.25
0d0af85f-d539-4354-ba16-7f150757c36f,9d11aa4f-d6e4-4c55-9a2d-0fef8529db67,9054c14e-6447-4fdd-b9b5-3685c30dc431,13.34
7cad6145-bfe6-4221-bc4f-819e828a4a3d,7dda2f04-8ce9-45fe-be31-8e369606bf9c,33f1fdd9-8c05-4e2a-9efa-736a4b52fa89,13.8
1d7191cd-e5c3-4e12-a330-b8b805f2a7cf,5cc4ba5f-04d3-4677-aed3-0fe054f2fd35,c19760f6-5e41-4e5e-9d08-b7d79a9c22a4,19.27
abf74810-16f4-4a20-804c-5ef7c7980122,b212cfc5-948c-43c8-88b9-c1551fd32a95,128b2572-079e-47b5-805a-ee570c04e356,6.68
7f25b592-05de-4fc1-a8ab-0d55b40024dc,d6b380ed-b6e3-4f74-b4fc-0df40d9548fd,feb6cca0-bf6f-4fd3-81d3-de2e680570bf,25.76
922a149f-be54-4cbe-850e-7d601600b33e,e5c84881-e9cc-4a55-80d3-299a75ea3635,1a3ef8b4-7676-40fa-9f5b-b3973296bd2a,18.45
10d4da12-eef3-4088-81db-d2cbb3dec215,2378dc27-e05b-4ddb-accd-ad0462688d68,e675fa55-9d8d-4dc8-9744-3252ef1785a8,13.22
b9052540-e766-4ae4-919e-f8c5807f0efb,11d70425-a0b3-4b92-ba03-b0795d6069ac,a69f8ced-3d74-4422-aa60-3ce456651cbb,17.66
0276ef2f-d9fd-437e-b282-72e512869778,4b96e2dd-9d45-4dc7-a674-eb43d7c8e790,db644c36-7c8e-40ab-9b65-3ca2c0417c0d,12.52
712cbd55-62de-4797-91dc-6aeb58302748,df99cff9-0a1e-4426-abec-24a199b4b7fb,fc8000fc-493b-450b-8416-07d5153e1f2b,1.15
6a84371d-2b09-49fc-b1df-28e56136c849,d87d5ffa-b6c7-4941-97c7-9c04b5f1f440,af6e9974-5753-4154-9292-b86d338055bf,4.72
6de5c653-2b4e-4e9d-a7cb-560a987b7ba5,06203286-ea9f-4d8d-8a24-20df855d9805,0831e38b-58fe-4632-bd5f-e6d066f46ee4,13.06
c67ac790-0bda-42aa-947d-ff4908f94456,55bdc87d-f954-489f-9f7d-a8f344b5b578,b007ba13-0af0-4e4a-b2bd-b4e37111719c,23.87
5aa81de8-b9f1-4b98-bef3-a8992af9880f,96b4c8aa-1f76-48de-9f71-04722ddecb60,dfa86dcd-49c8-466f-a9b9-eb4c00fee420,5.2
f37d3fca-efe0-475d-9e36-dc31796fd1bf,9fc8a8e7-f450-4e7d-a682-f0d8604d4e7c,6a8a816d-3571-48b9-8d87-3e12ecebdb86,8.45
67d80580-f0e2-47ae-8709-e49a92043b26,f998ca3a-58d2-4758-836f-0937528a584f,60214f4d-4674-45b3-9b4c-d1a4f33e3d69,17.38
fe31f9e5-6e96-453b-87ef-b2e9f5bf3d97,9c0899a9-9619-4d75-9ff8-2086ffc4e9b4,a3ea7716-868f-4396-b03d-c9bbef8a0338,18.05
432e28d9-8be6-471e-8d67-2df83a7a7c83,bece635d-ebc5-4df9-8aa8-353025864e9d,987c3a9e-48d8-4262-9e66-50830cb040f6,18.95
48fe9e07-d736-469d-a035-ce8f65e7efb5,a81f4641-39b1-456c-aaba-972b3392b91f,30af9193-4f0d-4f2c-9b61-6870bda7f06f,25.85
13cbe9f3-cc1b-4ef3-984d-15a2f002f3c3,90faa9c4-aac9-4881-8c9a-19ee94e17229,da06b18d-4aea-4ed0-a771-82721d6535a3,7.76
94d7ce82-d562-483b-aa28-09df0ae7c1c8,684a3fed-f76b-4ed1-9ba7-9304c14f7b03,89138b84-27bf-4de5-86c3-2793a4efa990,12.47
7516d085-5e84-40bf-8421-e8a92e4f4cdc,67e3313c-45ad-40dc-9b0d-fbb3c4e1417e,0564e903-c24a-470f-9fc8-4918b778cfb8,10.61
bdef519a-fac3-4adb-bacf-08c055a9b378,8e6e0860-3683-4269-bda8-e19edb726d61,4d13e91b-ad5a-48e9-8029-c02744b59328,18.39
5858b0f0-eea0-423b-b792-955de57a9ef3,b0dbfa81-af73-4b98-bf6c-36b3988b9682,0d6c0cb3-72ad-4b1b-9ede-3de6540eed6c,21.22
d7f9401b-7133-4e3a-8cf9-9585f38f0ef5,2ae904a9-e649-45a8-b9ea-d2680429385b,c7c2423d-24b8-44d3-a1de-08dcbc939ced,20.62
5528ce0e-653e-497f-9b40-c08f71bc3f26,2b68f855-f843-432f-b024-af2b1dd5729c,91ef4698-0b16-4db8-9db7-e1bfb27f4bd8,7.17
31b805e4-4da6-46a9-a2b8-92d6b6dd7b08,5af00250-81f9-4bf9-b6b9-26cf56fe23f3,0e4fc2be-2f44-405d-8d50-4771d235fb7f,6.02
2d9a6e49-efbf-4b42-b22f-39dbc37a0da0,24f0ce2b-9e93-4461-8acb-d0ca658e986a,6df31229-aa4c-47a9-b48a-c0e81d1742bd,16.75
a2fa59a2-dc09-49c5-bf12-bd62ca23e6fe,21ac0654-014a-40d8-b1fc-fbd324272f92,044c8eae-d6ed-4412-b5fb-4d99e12d8677,2.16
b169aad8-539a-4f38-8179-0b86869c04e1,43f57798-c861-4a20-9877-6ce6c03dcaca,f571fc01-66e8-48f8-9006-cb354fe4cfe1,17.68
61e44d24-7c5a-4b5b-98c0-ebdd39e41526,abf18e86-b7e3-4b4f-a1a2-554f50fd8ba4,e02d57cd-0503-4fe5-8893-55cd6bf979d4,15.2
5f95d58a-ae88-4367-8626-21dbfe108689,6b473a02-e1b9-44de-9b54-ad91d8ad4c49,79e50eeb-0737-48cf-aa2f-b9f2bb67430d,22.77
53db8d8e-634e-4f44-b92d-b16f0916c36e,84ca3999-8910-478b-9c16-db72271399d9,f0c16ec7-4dc3-48cd-a297-347ab0e7eb92,16.2
27daed2c-8767-4936-91fa-ad07240b1bc0,48d2cc27-9f32-46bd-920e-6e968d7d19c9,15c586d9-d2b5-49b8-98e2-f8373d24e858,8.84
7a199ba0-d988-4bca-9924-8ec9312aa6ff,a3860580-2d81-44c0-aed4-ec7c0edf5b62,a4b7cce1-ba87-4c3e-82c7-76f95a5f16b7,24.04
5d569384-aa82-4a44-a7dc-10cdb2ebdc7f,60f74e55-10cc-48ac-8a9f-4792927a29b5,303b159a-a9f1-4738-9081-a6c6958c1a01,11.04
e2ac3c6d-ae4f-4602-94b0-2df753952693,d4277611-f88b-448b-a7e9-629f302514e7,7f5a9cc8-6428-4d38-8694-648b7eebefff,10.26
242de7ad-677c-4b4f-857c-3086a1d4a287,a17041f9-5632-4cf9-b63e-9b0f9b38e212,25e50bf0-0619-4c7d-98a6-9fa608aca156,12.41
0bccac5f-8064-4899-b86b-c312960af99d,4daf54d5-9c12-49a7-b4e8-77f26df400ac,491917a8-4610-4ec5-a5fc-e04ce4437273,18.19
75ed7504-2ad8-42f5-898d-d93fd154eada,e3c145f5-ee43-479b-91da-c48d0d473800,7633e996-30bd-40a1-af86-b962ff795092,1.64
311d6724-e24e-49b3-825a-3876645461ac,80c1bdae-4ce3-4049-867b-8c1c123db507,7d7ba998-c0f4-40e5-9880-9b4dbbd3d67e,17.02
ab4f04e9-9781-491e-84a7-331b801e69bb,1599eee9-3e43-4fd7-95ef-2e739c5169fb,da9d1532-1954-43fb-aae3-807af152103a,1.12
55f78167-68e6-4441-bc31-543ffc0579fa,ad53ced9-34ea-4c11-bdb0-98ef78a19fe9,eeb19a36-5ef2-4133-a35f-49c10e331892,4.98
2e55874d-cfeb-48ea-8ff0-05f30a529a27,2eeb9aac-a3d3-4208-bb1c-45019d81bb1b,0cf014e2-c4ab-4f9f-8079-72f8724d4970,18.02
69802f1b-a5d4-438c-a153-383a5faab828,d2ac2646-757b-4bd2-aba0-0a6ff6e0ee24,31b7facd-9fcc-4979-a3d7-b7fbb15145e9,0.77
6994623b-ba79-4cde-b40b-682ce6d103aa,c18f2492-4fcf-49a2-963d-ab38a74a5c85,6fa21496-6fc0-41c1-ba04-b934c114830f,5.48
3b50e9d3-ddde-454c-8ca2-4114553f0d21,fd4d2061-7d00-4d0c-81e4-784631490451,94718765-c34c-4292-a60c-b37726d1bd0a,8.11
29d47041-0469-451c-bb12-e0a8a7987cce,ca747943-6158-4c63-8f1d-21274d615633,f9fa8e5b-3ef3-4072-8a26-5c74bd85bfd2,12.93
701e9467-8cef-45e1-92c3-a5cc728b90bd,166d5a8b-f36d-461d-b20b-5e97fe41114e,5911a395-5aff-4415-aa68-b7f3b49ae1fb,16.98
744f4e60-8ef0-4178-bd8c-8e7d6caa066c,023b2656-ab7b-4218-9f51-c80d7d1393df,7bc4420b-42c4-4a3c-bdfa-2c1a28b98410,7.54
6c6e18d2-f49f-45cd-8a23-6c988471956f,772d6641-b8d2-47b9-9c3c-06612284f9cd,c2851a16-b09d-4a6d-a03f-2f09c7ac2463,12.95
805ce482-fe8a-4054-a1ab-620e437f4078,f86a9413-3e9f-4983-81a6-0d505bae7d8b,72d00d05-5386-483f-a395-c5547e39561e,25.19
1916963d-751c-4674-ab46-953627c4f609,04c6836e-5c16-46fc-8fbb-5da238a2164a,8a769ebe-c6fb-4f0b-924e-6b968731f573,7.48
8d14b338-6e3e-4047-8a29-f6d02434cd76,9914e939-7443-49e3-8e82-8687d37c2a31,52192c88-41f4-4db8-b2c9-dc1b11e51ff0,18.24
4dda82a8-9a8f-48aa-8144-23a161683ea7,3077c1b3-1512-4893-a4c3-0ffb9197fc5b,d193dc76-918d-4a04-9ce1-11215b50e194,18.72
d9332f90-3461-4023-9a52-85d5d1c43ee6,c7d00196-2f94-4124-a86d-6c66e05ac4ac,3f6ef487-598d-4395-9fe4-b5f90f810b14,5.86
2eb30828-cf4f-49da-8158-e189456608e5,dd814a35-52aa-4b43-be27-98f9f506d5d7,163edd95-6a9d-49b2-b08d-11369dbe11de,12.06
cc8b7155-9887-42d7-8716-1a829db54375,5dc6b26a-840e-4a46-8ac0-7aa23f40abb3,51c54943-964a-4afd-bb02-5706787d41be,6.55
03da8d25-4948-462d-be5c-2a117ace09cf,245e42cf-d03e-4ffc-bb53-a301bb9fca0e,5dfead1a-5a8f-4295-b5e7-e9bbd7323939,3.92
b749ee6f-e66d-4171-96f8-15811db844f1,818df8e7-8b77-4eef-b679-87cddd32f161,357e3700-cc2c-43e0-9ea3-63482790c7b2,14.26
75c605e7-ecb8-4043-aa00-47ac939d0b20,a55e35e1-6b47-40bf-bb6a-10fd75b0585a,d510fb2a-9611-436d-876a-c7daeeb8f0a9,14.17
ad2349f1-bb15-4ded-b91a-7b836bccdc6e,03402a78-e30d-4f6c-af18-2ecd429a1ddd,e0b5f12d-fe7e-44bb-ba5f-a93e269173db,19.1
32a90cd8-466b-4ba4-bd8f-ab31ce2ee87d,695a65b0-0c3d-45b2-a777-8204ca8c2a49,dfcb4754-f557-4b77-89c7-b5bd22c2fbd5,8.81
248aaf1d-35b5-4363-9615-8ab5dd57b06c,40de1865-a4c5-4d61-8a6e-a3f8c2f2a102,b8010c79-215a-4b9e-9d2f-9f417384d633,6.56
73b68bd4-8e16-4260-9548-f3c4337ab46e,079fc146-4a4d-4018-89c0-42999d9f2f47,5f5b9288-dace-4277-8de3-6e885becaf4e,6.28
8070c5ec-9a92-4370-ad35-80f657975d5b,2495468d-0414-445b-9932-ec1f55d69bb7,f062b850-b66e-4b4d-a3dc-cec10b2dd369,9.94
3c357892-b2a6-4b3e-ac9c-c289ce2a959c,ec600268-92d1-46df-b156-491366745cb6,28500a32-6629-4a59-8d4d-826b61c6a6ef,11.31
839e94f6-9903-413d-a6c1-042c199016bd,f507a462-c100-4047-a3f8-6395b4a75285,083a67d6-c0b2-439d-8d9f-a65f05008f9b,23.83
5ad60c22-3f6a-46e2-9328-84e86cb4f277,be7eb3f1-b574-42fd-84f2-ac382280a017,f56301a6-dd1b-47a1-b958-00677cf8a8d9,27.23
474908c0-fe4d-4e25-b84c-617c6abe1abe,85bad314-0eb4-49e6-8e30-c4c31f64a828,75b706b3-4e25-478d-8926-73a958c8ce2f,13.69
1f15e1ba-2fbc-4e3d-a672-fd292e052ec5,1822b97c-16e7-4b10-bb7b-965399bd7099,9bfdbf86-871b-4148-8541-6cdf89264dfc,25.92
03d50064-d1f0-4594-9851-830f606a5f33,6588ad45-3087-41e2-96cd-90853a079487,8a6937b8-eb0a-4b3d-8ea3-b407697db6ad,5.14
b3e3de5e-a4bb-4205-92ba-c19566876545,a0d6fefa-8552-4bd1-81d7-a3cfd4650903,233c262f-bf09-4bb7-bb09-72b4faca87d1,22.04
00fbd31b-e09e-4482-956d-502499930a1a,6c4e51c1-2cf6-4d0d-8e1f-b408e284bf5a,5dfc5c87-f28e-4251-9d3c-7126254bffef,20.18
d430d89b-52f2-4a56-a5d0-dcbc222a1428,9d222eaa-e310-4844-ab37-39887a29bf51,edfc316e-1ba5-40b2-addc-8eb7b83aa906,22.29
8dbee207-b01e-47d0-94ab-b95484b09382,fc5ed108-3187-4830-adb1-6d6a15153599,940a6041-5a47-463f-8934-b6f0645b7eeb,20.99
16a1bd50-e785-4443-bfd2-8aa4f5c787da,d65cf3e0-6097-4f71-8ffb-d6d690780ba3,e21039f2-163a-4cad-ab66-d1af7c4559b4,22.39
1c4dd615-c326-4aaa-b5c9-eb56f461866d,44a7f8a0-30a5-4b80-a976-9f64b9d5fd66,a0fe0483-1fba-46b1-bcf0-d39dc539459d,7.98
114886df-eb26-42c1-b3aa-a5fa24fc267e,cded819d-a180-40be-89df-5dc9af062df9,ca8b0ce0-beaf-4d38-b93e-08545f4c8f33,0.55
3235f2dc-a49b-4da7-8772-a01ddc89fb16,013d896c-d919-4995-a506-e630ed8732d9,8aedf745-937b-4762-a574-7c19bb15f12e,7.33
458f56eb-cb04-490b-8b3a-78d3b6cb6cb9,ed65b29c-6289-4102-9458-5f2ca737b1bf,7695cd42-53a9-4993-b5c8-1ad5ac9a5d96,26.34
c71c054d-2d71-487b-ab0b-c74a7f0002e0,c3fde195-b70c-4326-b08f-2ac47ec21d2c,fd07badb-590e-4c7a-850e-27cc78cb382c,9.11
c0d92ae0-53c6-424f-b6ee-a4ef1f8c2a38,d102d6e8-f2ac-44d8-8d4c-a0e4ddf96839,9486131f-c28e-43bd-8308-197e3f265116,20.47
fae125e8-c430-4c1d-8061-9ae59dc796e9,98be4fe6-49dd-44a0-ac4f-c2b40661c28b,c04dc0bd-e5f5-4590-8efd-1cc2d480a4ca,12.76
e0040f81-0570-4c21-a6a3-f44ba7013ed4,2be1bd28-5314-4550-adb1-51e24c2b21b4,49061720-dda5-432b-b0c2-c54002fcb70a,6.97
3c8cae04-bdf5-45a1-a5bb-20ac06a6b942,8daeb750-7175-41da-b822-2f4464128479,66340cd3-59d1-48fb-aea2-f3119527f2cb,5.48
934caf04-fff5-4ba1-afd3-ac5231d5eec9,44ed6696-bcdb-47bf-8a55-20703622b68d,730c2ba4-4698-449c-9b24-8b4a6b3b7d18,0.98
3149e209-f228-49f1-9855-b39175a47cd2,c3a136a5-3ca9-497b-9538-542b5715b0d5,db84582e-7425-4893-a877-c853746e7770,17.35
39ed1acb-c1f7-4c44-ae78-b39581bfb57b,81afc977-b8f5-4464-9b18-8bafa343af29,0705c87d-d855-4d82-866f-cc15d96d577b,4.37
40997743-f769-471e-8fea-ebc0abd43eaa,5a1e9930-638a-475c-ac5b-f9e10cfd8dfb,71b93e22-fcc8-4d50-8489-a2ad273b58ed,17.78
6b26eddf-4922-4368-b899-4fef15ab20d7,3c850f64-9c6b-4d41-a175-1ba33a87a7fe,72756ca2-774c-47f8-b52c-314ecbac579f,9.27
7d976b0e-3765-4cb4-9538-89594eb115a3,fbf646ff-a6a8-4e52-8128-275785bad06b,a29c1435-e767-4971-9c7e-509c2beee72d,18.89
e917816f-9312-4cb9-8778-491eb70cdcec,97987534-2684-494e-b25b-556f0e563eab,d74a69cf-ae25-43ba-b9dd-c2960eba688f,17.9
0d9164d2-3a6d-4780-a800-faddd2c46d36,a0e31a1f-2cc8-4daa-b203-c2edd062bf81,e19f5fe8-774d-473b-89bb-5b6bf8428d6c,8.76
1a8a5999-f093-4f1f-8fcf-17ef02b9a869,1db818c4-17bd-4827-85b2-285d8605a821,580391bc-a6ad-48e2-8263-f0b007c5372d,21.79
