comp_id,company_name,legal_form,legal_country,HQ_country,founding_date
3b73dee0-9a46-4e68-a42d-2fa4407f2449,Patterson LLC,Inc,United Arab Emirates,Cape Verde,2017-01-27
dedf2557-fdbe-4048-a1e5-51f087ebc830,"Neal, Hernandez and Marquez",LLC,Lithuania,Hungary,2024-11-30
e17e1581-51c5-4ac2-b95a-9ca09cb3bfdb,"Jones, Cowan and Mitchell",Group,Jamaica,Cameroon,1970-07-06
80e8a5d0-c35a-4498-9621-b953817107b7,Miller Ltd,Ltd,Madagascar,Netherlands Antilles,2009-04-11
2b68f855-f843-432f-b024-af2b1dd5729c,Williams Ltd,Group,Japan,Dominican Republic,1977-10-25
69454284-371c-4a6f-acce-43a96f29bccb,Johnson Ltd,PLC,Israel,Pitcairn Islands,2008-08-24
056d4110-28c9-453d-afa5-440a380aa37c,"Barnes, Hayes and Thompson",Group,Honduras,Egypt,1977-10-28
537867df-5956-4deb-8006-aad4e9ea585f,Zuniga-Green,PLC,Bahrain,Romania,1998-10-11
09c44128-ce9c-49ca-9413-85336b199573,"Martin, Weaver and Arnold",LLC,Algeria,British Indian Ocean Territory (Chagos Archipelago),2023-12-08
e7aab442-290f-4727-ba24-969a8ea485f7,Graham-Simmons,PLC,Spain,Albania,1994-04-01
b439aeb9-056b-4f0d-bf0c-48417611762b,"Chavez, Hernandez and Anderson",Ltd,Armenia,Venezuela,1983-04-22
b78221c5-d8c1-4225-8840-91fd416ffe01,Roman-Martin,and Sons,British Virgin Islands,Vietnam,1994-08-04
7b70b9a2-26dc-462f-b3eb-99cd2f8c04a3,"Washington, Valdez and Robertson",LLC,Western Sahara,New Zealand,2020-11-11
94233220-fad6-4006-b5f7-08f877cd149c,"Stephens, Spencer and Torres",Inc,Bhutan,Bulgaria,1974-12-04
75071e53-1f9c-4ac9-8fb0-8635442ca781,Brown Group,Ltd,Western Sahara,Costa Rica,1995-09-28
bf3e546c-49d2-4781-9a9c-d9f400ed584f,Webster Ltd,Group,Poland,British Indian Ocean Territory (Chagos Archipelago),1974-01-25
19e08c96-5ad5-46d6-bb8c-3c2ee6aecb91,Salas Ltd,and Sons,French Southern Territories,Senegal,1997-02-15
e0411b8a-21e5-49f8-8cb5-1a367808b184,Wilcox-Mccall,Group,El Salvador,Finland,1971-12-20
928a3475-3711-49e8-a737-f455006548d8,Paul-Evans,and Sons,Mongolia,Northern Mariana Islands,1979-02-28
2a145943-9385-4a09-adc5-bb9bbf60c918,Anderson Group,and Sons,Reunion,Senegal,1997-08-26
df9b6543-bb1b-413e-9bdc-c5293651a4f2,Hull-Wilson,Ltd,Nicaragua,Uzbekistan,2007-12-01
b0e1aa54-bbf2-4103-861a-fbe86b7bdcdc,Farmer Group,Ltd,French Southern Territories,Albania,1992-07-02
223cbc72-ee16-4003-90fc-30be1956c404,"White, May and Castillo",Group,Togo,Afghanistan,1989-01-08
4c45cfa9-032f-4d5b-a816-fe04b6fa9d18,"Tanner, Harrell and Hicks",LLC,Timor-Leste,Brunei Darussalam,1981-04-01
54bdbf87-4516-45ea-80d4-8ee1109e8dca,Hill-Pierce,and Sons,Guatemala,Somalia,2016-09-25
b0656ad3-afe0-4354-974a-cc4214c20142,Perez-Quinn,Ltd,Andorra,Uzbekistan,2019-11-30
befd1a9e-552e-4cd9-9360-f6d5d89ed52e,Cox Inc,LLC,Sudan,Dominica,2004-01-16
fd4d2061-7d00-4d0c-81e4-784631490451,Brown PLC,and Sons,Bermuda,Congo,1973-07-21
078e4f75-f8f3-4b28-a7d3-580e4d5fb5ae,Mitchell-Curtis,Ltd,Sao Tome and Principe,Armenia,2016-03-10
6c2997f3-1b68-445d-8387-5d3f7c80821d,"Page, Russell and Martin",Ltd,Fiji,Turkmenistan,2021-05-28
fa97fb32-1c3d-485a-8415-5115aa9b3447,"Allen, Haley and Fuller",PLC,Cote d'Ivoire,Mauritius,2015-04-25
c18f2492-4fcf-49a2-963d-ab38a74a5c85,"Rhodes, Morgan and Wilson",PLC,Hungary,Belize,1996-09-12
071a5592-1d61-4834-9c56-885e3548dea8,Price-Hanson,Ltd,Mongolia,United States Minor Outlying Islands,2023-11-25
e440e4e6-90ad-421c-ba59-dbc600ffebd0,Swanson-Campos,LLC,Palau,Sao Tome and Principe,1990-01-24
5851b7e9-13b8-47f9-960e-51f2211c4d6e,"Boyd, Bender and Escobar",LLC,Ethiopia,Romania,1982-02-19
09d55c76-ed7e-4d66-875c-5e123eff4195,Johnson-Mcbride,Group,Nepal,Mauritania,2001-04-24
ea912fac-dda4-4b98-abdc-58062675ee0c,Davis Ltd,PLC,Iran,Haiti,1988-03-14
211cda15-88a9-4f16-964f-9dbf7966385e,Soto Group,Group,Togo,Afghanistan,2002-06-16
40113f4f-3bab-4483-8e62-857374ab8427,"Velasquez, Vargas and Davis",Inc,Finland,Djibouti,1971-06-12
be5a1ec4-93d6-484c-8ff2-a48ee5ac4490,Jones-Ortega,Ltd,Benin,Austria,1991-01-08
9f282790-5e39-4421-9ce8-41103d848225,Ramirez LLC,Inc,Montenegro,Greenland,2008-11-18
2852dee9-8a3b-45b2-9f87-1d544bc5c368,Ortega PLC,Ltd,Sao Tome and Principe,Kyrgyz Republic,2011-08-30
373da8d8-ddba-4a20-8e28-1a6c1a648da9,Fitzpatrick Ltd,Inc,Barbados,Sri Lanka,2009-03-27
db2b381a-455a-434a-8f8d-72ef9f7775e2,Mcdaniel-Hall,LLC,Bolivia,Belize,1984-04-20
f61c4fc1-dc97-4d53-88d8-45caf00b527d,"Page, Bowman and Phillips",PLC,Angola,Iceland,1997-03-20
a80aaa28-5c69-4dfd-8931-38b34278bcf1,"Mercado, Patel and Carlson",Group,Saint Martin,Nigeria,2019-01-17
3b3b2b15-e41c-4613-a332-f033f8e8273a,Stephenson PLC,Inc,French Southern Territories,Lebanon,1988-05-15
0ebba136-de28-4a64-9452-30943c426142,Adams-Wood,and Sons,Libyan Arab Jamahiriya,Djibouti,1991-08-22
4a7f25ba-862c-4096-aaf3-e718a1cb000d,Fuller-Willis,PLC,Japan,Micronesia,2004-11-16
5ed9605a-9902-4b9d-9ce4-0a8b814192f3,Bowen-Zuniga,LLC,Canada,Egypt,2007-09-16
bb8402da-3e59-4faf-bc3a-5203565bbba9,Grimes and Sons,PLC,British Indian Ocean Territory (Chagos Archipelago),Solomon Islands,2009-06-16
efab896e-0b17-4340-9074-92ae25628395,Patterson and Sons,Inc,Bahamas,Afghanistan,1997-04-27
596d4788-5276-4b30-959b-026df43532b3,"Carter, Anderson and Davis",Group,Djibouti,Turks and Caicos Islands,1987-02-09
f4063d1e-e013-4388-8839-51c89b0387c8,"Floyd, Thomas and Lee",Group,Saint Lucia,Mayotte,2010-06-30
280e9d02-710c-4b70-82e0-110725270437,Bean-Dickerson,PLC,Comoros,Thailand,2000-05-14
778576cb-1c01-4fb5-a3ee-8409779772f7,"Davis, Parsons and Chavez",PLC,New Caledonia,Cayman Islands,1987-05-04
ee735569-d985-4ed1-aecc-9814c47fedfd,Lucas-Norris,Inc,Sierra Leone,Serbia,1986-11-11
7f9d818e-b3fc-4e85-9c5f-ed074bbcc719,"Adams, Novak and Johnson",Ltd,Paraguay,Jersey,1993-01-22
a26ee4ed-3e8a-469d-9702-6e0237d408a7,Brown-Schwartz,PLC,Turks and Caicos Islands,Chile,2013-12-24
9df17473-2d82-4e4e-84e1-3ebf8a0b4763,Sullivan-Hardin,LLC,Macao,Switzerland,2021-03-02
26ba1c26-c23c-4ef6-8106-28cd8d1a4b51,Lee-Jefferson,Inc,Latvia,Belgium,1980-07-27
78beefe7-7b1b-4b6f-a23d-74200aa4f1d9,"Brooks, Martin and Johnson",PLC,Luxembourg,Lithuania,1985-05-27
8b0c64e5-f83b-4be6-8fee-182a9443f511,Gonzalez-Carter,LLC,Ecuador,Tunisia,1993-12-24
b4693695-80d1-414a-a49f-f0ed5599caac,"Smith, Small and Rodriguez",PLC,Sudan,Iran,2013-02-09
1a9677d5-50bf-4455-8c46-74481e98c658,"Harris, Chavez and Lang",Inc,Nigeria,Spain,1972-07-30
1692a8fa-c5e4-403a-bb2d-31a7e83805d5,Clark PLC,LLC,Tunisia,Kyrgyz Republic,1977-03-26
b1cdee96-31a5-4dc7-83b7-bde10564bde3,Clark-Bates,and Sons,Oman,India,1977-09-27
71e45da0-a38c-45da-a467-eda7e98983fe,"Mccullough, Graham and Simpson",Ltd,Timor-Leste,Saint Barthelemy,2018-12-16
434778a1-2287-4c4c-9a96-c80b67fbbc5d,Hobbs Inc,LLC,Gabon,Singapore,1977-04-02
ca52a4c0-b44c-4a98-9445-ccec398a3ea8,Ortega LLC,Inc,Azerbaijan,Niger,2017-09-23
45b5d308-a073-40ca-9cb8-3b968a554d3a,Wright and Sons,Inc,United Kingdom,Bhutan,2003-08-15
d9c97dbf-dd67-4989-aeb2-e5a5ef015c3c,"Reyes, Russell and Murphy",Ltd,Venezuela,New Caledonia,1992-10-06
7e61358b-be4f-4651-939e-8786359b475e,Green-Wright,and Sons,Dominican Republic,Bhutan,2004-06-05
9f741262-c1ed-42d8-a5d4-3ca8e61c0c03,Martinez-Bennett,and Sons,Slovenia,Nauru,1974-03-20
939f0012-11e4-4caa-a62b-79f27304fc24,"Stevens, Oneal and Williams",and Sons,Nicaragua,Nauru,2020-04-13
bdcdcfc9-ee73-45d6-8d26-f2be7ae830ec,Ramirez Group,Ltd,Namibia,Switzerland,2004-04-14
59fa20f9-e32c-400c-a9ea-56919fd776ab,Bailey Group,Ltd,Antigua and Barbuda,Chad,2002-01-21
5d5575e9-e4ff-4795-8809-36f3e26a637b,Jackson-Fields,PLC,Uruguay,Austria,1970-02-03
11c48915-e43a-4812-8394-250d75bac469,Alvarez-Garcia,LLC,Serbia,Nauru,2012-01-06
0240a24d-63ab-4d2a-b20f-1fb6940e7f66,"Ross, Powell and Klein",LLC,Suriname,Pakistan,2023-09-10
ea621217-9918-4f2b-9123-d271f9671b58,"Sherman, Moreno and Dominguez",Group,Sierra Leone,Netherlands,1985-12-10
b13bdc92-6f66-4cfe-8490-95ea159ef582,Jennings-Salas,LLC,Antarctica (the territory South of 60 deg S),Algeria,2009-01-22
bab1d050-973a-4b16-b276-2ef2ea642447,Rodriguez Ltd,Ltd,Comoros,Qatar,1983-05-19
af852ec2-faec-4862-92ba-7b00338430f3,Mendoza Ltd,and Sons,Gabon,Guyana,1971-11-09
d35dfdc9-13ff-4aec-a12d-5c277a4738a9,Evans LLC,Group,Nepal,Martinique,1980-12-05
32e46a59-d46b-4e1e-91d8-066ce4d6e7e3,Owens PLC,PLC,Micronesia,Dominican Republic,2014-10-05
aa34c23f-9d97-4ef0-a9ca-c1cc080d69d3,Blake Inc,Inc,San Marino,United States Virgin Islands,1983-03-17
8ec763c7-7fb8-4f20-95dd-6d698fe4d73a,Reyes-Rowe,PLC,Armenia,Svalbard & Jan Mayen Islands,1978-01-19
2283af32-3c9e-46dc-8cab-d9dc8c3c4dac,"Nelson, Stuart and Harris",PLC,United States of America,Guam,2021-08-17
0aac05b7-39b1-4422-9bee-c93f3f42de26,"Wilson, Glover and Miller",and Sons,New Caledonia,Somalia,1973-02-17
af73db42-c8f0-4416-a9b1-00cfe73913fc,Hill Group,Inc,Bolivia,Argentina,2002-02-24
c8d160d1-4bba-450e-9d26-9a6e3f77ddf6,"Dougherty, Hines and Davis",Inc,Papua New Guinea,China,2020-12-21
1d5a24ac-a453-43fc-acc0-11c39c793130,Graham Ltd,PLC,Rwanda,Netherlands,1985-01-26
f8a982ab-0413-45b6-8f3f-453d672af540,Higgins-Ayala,PLC,Portugal,Tuvalu,2008-07-23
874a1961-0932-40ec-a2a2-8dd7067a4953,"Johnson, Burnett and West",Group,San Marino,Pitcairn Islands,1977-08-24
634c17b5-d7d8-4101-8db9-8b70c4ed55b4,Sanders-Thomas,Inc,Iraq,Tokelau,2024-10-04
3f438b28-cd56-4726-8f1d-540957d01a86,David-Wong,Inc,Antarctica (the territory South of 60 deg S),Eritrea,1988-11-23
1d3d406c-e6c4-473a-9c8b-1900219a1860,"Berg, Reyes and Tanner",LLC,Montenegro,Argentina,2007-06-29
a36e2210-6c30-48c5-bf95-6d8e261483fd,"Bartlett, Snyder and Morrison",Group,Jordan,Seychelles,2003-11-10
a8e336d7-44a6-4328-8bb7-8fd4559b6eaf,Ramos Ltd,Ltd,Poland,Malaysia,2009-10-09
40d1d377-7fb1-40a6-a025-3a58da5f0874,Walters Ltd,Group,Kenya,Norfolk Island,2000-07-10
8d78060c-dee4-417c-91f5-b3ec20a38bf6,"Murray, Howard and Calhoun",and Sons,Tuvalu,Haiti,2014-11-14
84227150-32cc-47d5-92b6-bc8b99c548de,Lewis-Pittman,Inc,North Macedonia,Somalia,1972-06-08
edb4a1e9-9df8-404a-9ded-9adc41111aac,"Alvarez, Alvarez and Mccormick",LLC,Saint Martin,Tuvalu,2002-07-04
ed88c11e-37af-4d13-b3fc-b7085ac08c05,Ferguson-Crane,Ltd,Moldova,Brazil,1971-03-08
c82f8eaa-271d-4c94-974b-a893baba562b,Hammond Group,Group,Bouvet Island (Bouvetoya),Mongolia,2005-09-19
b47c0d15-b67f-4e73-bd33-565d3d14804d,Patrick-Jackson,Group,Finland,Reunion,2023-06-17
6feab2d2-980a-4a86-9c3b-828a58a04ef6,"Estrada, Foster and Montgomery",and Sons,Nepal,Saint Barthelemy,2001-10-28
bece9d72-da8c-4fef-87ba-1a3b6ffc4887,Taylor Group,Ltd,Colombia,Kiribati,1971-07-02
16582369-cb9f-4261-a059-66bc71667668,Waters Group,LLC,United States of America,Finland,1982-07-27
7a7bd9c2-cf64-4151-b882-08454d7c9a9a,"Larson, Jones and Jenkins",PLC,Gabon,Heard Island and McDonald Islands,2017-10-15
5a1925a3-e50d-435f-98d3-8f49631d326a,Johnson Group,LLC,Bahamas,Switzerland,1992-09-05
64bf1f42-eed5-46c6-a08a-b42a3ed105fb,Hart-Wilson,Group,Turkey,Norfolk Island,1999-01-22
10159281-7599-4582-b07e-9b31dcef5530,"Johnson, Martinez and Allen",Group,Burundi,Egypt,1993-05-08
25e37aa9-e0a6-42e5-b3e3-f1fd1b527b39,"Goodman, Adams and Wallace",PLC,Poland,Fiji,2022-02-01
7dbbcaeb-9bb6-461f-bf4c-8f25ee26e9d7,Norton and Sons,Ltd,Gabon,Timor-Leste,2015-05-25
347160d4-f9cc-4531-bbb0-ab7859983442,Ayers Group,and Sons,Japan,Iran,1998-12-04
ba6d7462-ab66-447a-8ee3-069878cf94d0,"Cabrera, Stone and Joseph",and Sons,Svalbard & Jan Mayen Islands,Swaziland,2008-11-18
398a583f-7e8d-452e-a9d6-c9d372e41143,Hall-Larson,PLC,Greenland,Belize,1996-12-22
c451de46-8854-485f-a917-d5e53f0dae94,"Reynolds, Beasley and Alexander",Group,India,Turkey,1987-05-11
c5286dec-b2ee-4dd0-a4e8-3db770c8f598,"Nelson, Huerta and Thompson",and Sons,Ecuador,Peru,2016-07-17
fc9f5317-4cb6-4381-a582-ab93fb322bc7,Jackson-Payne,PLC,Uruguay,Taiwan,1977-09-23
ff3d957c-b970-4355-8ecd-6138cee93502,Stevens Inc,and Sons,Kyrgyz Republic,Vanuatu,1971-07-08
0cfcc1e4-c248-4baf-9d21-990c683b5961,Stewart-Sanchez,Group,Ireland,Palau,1981-05-11
22aa3ae0-689a-455f-8b16-b34818ce5309,Mullins-Lane,Ltd,Pakistan,Panama,1994-05-27
96c67417-66dd-44df-809c-172766b08f30,Smith Group,PLC,Holy See (Vatican City State),Mauritius,2012-08-12
919e087c-0c66-4f92-8b03-4847f123e965,"Boone, Dean and Bowman",PLC,Fiji,Nepal,2024-06-08
09cda4b1-3f72-4564-a7d4-acaeec4ff1e6,Lopez-Hayes,Ltd,Macao,Solomon Islands,1993-05-13
14bf0213-d770-4216-a9f4-aa7fc3f63fdd,Taylor-Sherman,Group,Montserrat,Myanmar,1971-01-05
2c7ec972-cf06-4531-8c61-0263d030969f,Nelson-Jackson,PLC,Zimbabwe,Antigua and Barbuda,2018-04-05
3e0facba-013f-4edf-8200-f0bfa147be61,Jackson-Robertson,Group,Bangladesh,Netherlands Antilles,2018-03-06
9ad51e33-d85f-4f7e-a55d-1fe5f57d12a4,Meyers Inc,PLC,Saint Vincent and the Grenadines,Croatia,2001-09-23
8dcc3bb0-1dbd-4ff3-a09e-97cef75af7ad,"Keller, Ward and Moran",LLC,Malta,Saint Lucia,2000-05-02
96aafb1e-2f0d-4d5b-8bf5-0e6e8e7e9f2f,Bowman Ltd,Group,Tunisia,Armenia,1982-01-01
7ea24180-07e1-4c56-b1bc-9f6f947b7af3,"Alvarez, Obrien and Ellis",Inc,Antigua and Barbuda,Ireland,2016-11-09
ddac71fb-48fb-417c-be6e-524884a00f65,Mclean Inc,PLC,Armenia,Malta,2003-02-01
035275eb-b326-4808-a9d8-0d0487626d65,"Hogan, Stone and Montgomery",Inc,Indonesia,San Marino,1990-02-07
767917b3-c7b3-4145-a61d-1415cadd0689,"Stevens, Martin and Thompson",Group,India,Saint Martin,1991-03-09
a9fcaa45-da97-4f91-8e83-41b5a1caae4f,"Stevenson, Rush and Lopez",and Sons,Equatorial Guinea,Antigua and Barbuda,2021-02-09
e768a82c-9adb-44a0-a962-0ec3a097b468,Hamilton-Sutton,LLC,Turkmenistan,Netherlands Antilles,2017-07-17
8982b2a7-c0f9-4b3f-ac40-cb9a962c2e14,"Gonzales, Anderson and Taylor",Group,Comoros,Lithuania,1991-05-13
42f867a9-58ab-4be7-902d-85a3c1ed7e69,"Ramirez, Torres and Garcia",and Sons,Northern Mariana Islands,Japan,2015-09-22
0c96c79a-2b19-480a-af8a-47d284c23c04,Porter and Sons,Group,Uganda,Honduras,1976-07-30
138b2e4d-a170-41e8-86b8-f37f055645f6,Guzman-Alexander,Group,San Marino,Tonga,1998-04-28
864b88bd-fe42-428f-b15e-18fc7852da18,Soto Group,LLC,Denmark,Mexico,1976-06-29
e50d9598-6bdc-4e63-a8e0-4943b5475ff1,"Gordon, Taylor and Rodriguez",LLC,Kiribati,Uzbekistan,2021-12-08
7f15fa9c-2477-4d39-b865-538c2c87e78b,Wong LLC,PLC,Cuba,Romania,2002-08-28
dd054ff1-13a7-468a-93e3-f5c8b0954154,"Meyers, Montoya and Martinez",Inc,United States Virgin Islands,Aruba,2016-07-14
5f047bec-043a-41a4-a89b-84065306a7cc,"Boyd, Beltran and Eaton",Ltd,Cote d'Ivoire,Macao,1998-09-06
0b36530d-6d04-40fc-bcba-241edc65154b,Wall-Woods,PLC,Vanuatu,Russian Federation,1982-01-13
c48836aa-ff2c-4ae8-9a39-6cb379bab10b,Smith-Sexton,Ltd,Hungary,Holy See (Vatican City State),2004-11-16
828314ff-5e1e-4d97-9fbc-d767d9e7123d,Orozco-Cobb,Ltd,Colombia,Lithuania,2018-08-31
907d2a4d-76d4-4974-a5e8-bbe55d412b37,Wright Inc,Inc,Ireland,Qatar,1992-05-15
48a53242-d622-421a-9c43-8a454678cd41,Velez and Sons,Group,Kazakhstan,Cameroon,1987-08-21
5c68314c-040c-480b-96e0-b1761a9a1ef8,"Ross, Martin and Stanton",Ltd,Andorra,United Arab Emirates,2015-05-10
126da984-0aac-402e-9548-e8a073f065ee,Thomas Ltd,PLC,Liberia,Niue,2013-02-07
f8b6b6f7-012f-4080-b394-e59f2994c89a,"Johnson, Banks and Cruz",Inc,New Caledonia,Nauru,1985-10-07
e549dcca-1297-41d1-98af-ab8cdf437063,Hall-Alexander,and Sons,Poland,American Samoa,1973-12-01
e9b28ecf-1c50-4979-bb94-d937a0805fe8,"Pierce, Alexander and Benjamin",PLC,Cameroon,Gabon,1992-10-03
5c3eb122-e8ac-4547-96e2-d3f20faf0da7,Warner-Maldonado,LLC,Swaziland,Germany,2020-11-02
f4e554f2-aa47-4f05-a530-a9750083e02c,Willis Ltd,Ltd,Falkland Islands (Malvinas),Falkland Islands (Malvinas),1974-04-15
df9d8420-075e-403c-9679-cb944f63aecd,Le PLC,Group,Micronesia,Bolivia,1996-09-13
8bbd3ee5-11c7-4861-824b-bf7aff2e4759,Powell PLC,LLC,Mongolia,Papua New Guinea,2004-10-08
79b1efe3-d714-4792-8591-0204d5526a1a,Williams-Young,PLC,Cote d'Ivoire,Brazil,2011-11-19
98e71654-e2c9-45a0-a71e-74415a2ade1a,Perez-Hogan,and Sons,Lesotho,Jamaica,2004-05-07
0a0cdf9d-13f2-44b8-b762-2ec5e0d262ef,Brown-Hernandez,Group,Mayotte,Marshall Islands,1987-01-25
203f2da0-37ba-4703-bdc5-fb7645801c04,Lane-Thornton,LLC,Switzerland,Belarus,1998-04-14
